,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
12062,0.655,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038
12063,0.366,0.028,0.028,0.295,0.028,0.028,0.028,0.145,0.028,0.028
12064,0.026,0.355,0.026,0.026,0.439,0.026,0.026,0.026,0.026,0.026
12065,0.025,0.025,0.773,0.025,0.025,0.025,0.025,0.025,0.025,0.025
12066,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.828,0.019
12067,0.778,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
12068,0.396,0.038,0.038,0.038,0.038,0.038,0.038,0.300,0.038,0.038
12069,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.798,0.022,0.022
12070,0.024,0.024,0.024,0.024,0.024,0.024,0.784,0.024,0.024,0.024
12071,0.719,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
12072,0.024,0.024,0.024,0.576,0.024,0.024,0.024,0.024,0.231,0.024
12073,0.356,0.102,0.020,0.020,0.020,0.020,0.339,0.020,0.020,0.086
12074,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.545,0.021,0.286
12075,0.027,0.027,0.027,0.027,0.027,0.027,0.253,0.027,0.533,0.027
12076,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.188,0.605
12077,0.774,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
12078,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.409,0.427
12079,0.025,0.025,0.778,0.025,0.025,0.025,0.025,0.025,0.025,0.025
12080,0.019,0.299,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.549
12081,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.778,0.025,0.025
12082,0.028,0.028,0.028,0.421,0.028,0.028,0.028,0.028,0.354,0.028
12083,0.028,0.214,0.028,0.028,0.028,0.028,0.564,0.028,0.028,0.028
12084,0.025,0.779,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
12085,0.023,0.023,0.706,0.023,0.023,0.023,0.023,0.111,0.023,0.023
12086,0.024,0.024,0.024,0.540,0.024,0.024,0.024,0.024,0.271,0.024
12087,0.029,0.029,0.742,0.029,0.029,0.029,0.029,0.029,0.029,0.029
12088,0.026,0.026,0.328,0.026,0.468,0.026,0.026,0.026,0.026,0.026
12089,0.768,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026
12090,0.024,0.025,0.780,0.025,0.024,0.024,0.024,0.024,0.024,0.024
12091,0.027,0.027,0.027,0.027,0.027,0.757,0.027,0.027,0.027,0.027
12092,0.031,0.031,0.031,0.031,0.252,0.031,0.031,0.031,0.496,0.031
12093,0.019,0.019,0.167,0.019,0.019,0.521,0.019,0.019,0.179,0.019
12094,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.805
12095,0.734,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030
12096,0.023,0.023,0.342,0.472,0.023,0.023,0.023,0.023,0.023,0.023
12097,0.018,0.018,0.836,0.018,0.018,0.018,0.018,0.018,0.018,0.018
12098,0.023,0.023,0.085,0.023,0.023,0.023,0.219,0.097,0.023,0.463
12099,0.026,0.026,0.026,0.364,0.425,0.026,0.026,0.026,0.026,0.026
12100,0.022,0.022,0.800,0.022,0.022,0.022,0.022,0.022,0.022,0.022
12101,0.224,0.023,0.462,0.023,0.152,0.023,0.023,0.023,0.023,0.023
12102,0.023,0.023,0.793,0.023,0.023,0.023,0.023,0.023,0.023,0.023
12103,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.772,0.025,0.025
12104,0.023,0.023,0.023,0.023,0.023,0.412,0.023,0.023,0.403,0.023
12105,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.503,0.247
12106,0.027,0.760,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
12107,0.503,0.022,0.022,0.318,0.022,0.022,0.022,0.022,0.022,0.022
12108,0.026,0.026,0.026,0.762,0.026,0.026,0.026,0.026,0.026,0.026
12109,0.020,0.020,0.020,0.282,0.020,0.434,0.020,0.020,0.020,0.145
12110,0.029,0.030,0.029,0.030,0.029,0.029,0.029,0.734,0.029,0.029
12111,0.802,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
12112,0.025,0.025,0.779,0.025,0.025,0.025,0.025,0.025,0.025,0.025
12113,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.822,0.020,0.020
12114,0.022,0.603,0.022,0.022,0.022,0.218,0.022,0.022,0.022,0.022
12115,0.064,0.016,0.120,0.016,0.656,0.066,0.016,0.016,0.016,0.016
12116,0.024,0.024,0.024,0.024,0.024,0.601,0.126,0.108,0.024,0.024
12117,0.024,0.024,0.024,0.024,0.301,0.024,0.024,0.024,0.411,0.122
12118,0.018,0.018,0.018,0.018,0.018,0.071,0.018,0.068,0.018,0.735
12119,0.031,0.492,0.031,0.031,0.257,0.031,0.031,0.031,0.031,0.031
12120,0.131,0.024,0.674,0.024,0.024,0.024,0.024,0.024,0.024,0.024
12121,0.020,0.020,0.816,0.020,0.020,0.020,0.020,0.020,0.020,0.020
12122,0.026,0.026,0.026,0.026,0.026,0.768,0.026,0.026,0.026,0.026
12123,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.748,0.028,0.028
12124,0.037,0.037,0.037,0.037,0.037,0.037,0.665,0.037,0.037,0.037
12125,0.021,0.021,0.617,0.021,0.021,0.218,0.021,0.021,0.021,0.021
12126,0.026,0.326,0.468,0.026,0.026,0.026,0.026,0.026,0.026,0.026
12127,0.021,0.021,0.021,0.240,0.281,0.332,0.021,0.021,0.021,0.021
12128,0.136,0.021,0.699,0.021,0.021,0.021,0.021,0.021,0.021,0.021
12129,0.024,0.782,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
12130,0.125,0.029,0.029,0.029,0.029,0.029,0.029,0.645,0.029,0.029
12131,0.028,0.028,0.028,0.028,0.028,0.028,0.752,0.028,0.028,0.028
12132,0.025,0.025,0.025,0.025,0.025,0.025,0.771,0.025,0.025,0.025
12133,0.031,0.031,0.031,0.718,0.031,0.031,0.031,0.031,0.031,0.031
12134,0.029,0.029,0.029,0.029,0.029,0.180,0.029,0.029,0.029,0.584
12135,0.026,0.026,0.026,0.026,0.026,0.458,0.026,0.026,0.026,0.332
12136,0.027,0.027,0.758,0.027,0.027,0.027,0.027,0.027,0.027,0.027
12137,0.157,0.024,0.024,0.529,0.024,0.024,0.024,0.024,0.143,0.024
12138,0.027,0.027,0.027,0.758,0.027,0.027,0.027,0.027,0.027,0.027
12139,0.022,0.022,0.022,0.022,0.804,0.022,0.022,0.022,0.022,0.022
12140,0.020,0.020,0.020,0.020,0.020,0.822,0.020,0.020,0.020,0.020
12141,0.024,0.024,0.024,0.024,0.024,0.024,0.257,0.024,0.024,0.555
12142,0.027,0.027,0.027,0.757,0.027,0.027,0.027,0.027,0.027,0.027
12143,0.590,0.193,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
12144,0.037,0.037,0.037,0.037,0.037,0.037,0.285,0.037,0.420,0.037
12145,0.244,0.027,0.027,0.027,0.027,0.027,0.027,0.541,0.027,0.027
12146,0.027,0.027,0.027,0.027,0.027,0.190,0.027,0.027,0.354,0.268
12147,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.604,0.021,0.231
12148,0.024,0.024,0.024,0.350,0.024,0.024,0.024,0.461,0.024,0.024
12149,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.789
12150,0.024,0.024,0.786,0.024,0.024,0.024,0.024,0.024,0.024,0.024
12151,0.032,0.032,0.032,0.032,0.716,0.032,0.032,0.032,0.032,0.032
12152,0.786,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
12153,0.756,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
12154,0.028,0.157,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.618
12155,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.729,0.030
12156,0.028,0.028,0.028,0.108,0.157,0.028,0.542,0.028,0.028,0.028
12157,0.027,0.027,0.213,0.575,0.027,0.027,0.027,0.027,0.027,0.027
12158,0.278,0.021,0.554,0.021,0.021,0.021,0.021,0.021,0.021,0.021
12159,0.028,0.028,0.747,0.028,0.028,0.028,0.028,0.028,0.028,0.028
12160,0.023,0.023,0.023,0.023,0.023,0.023,0.797,0.023,0.023,0.023
12161,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.779,0.025
12162,0.804,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
12163,0.024,0.780,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
12164,0.026,0.026,0.026,0.764,0.026,0.026,0.026,0.026,0.026,0.026
12165,0.019,0.019,0.019,0.019,0.019,0.019,0.826,0.019,0.019,0.019
12166,0.027,0.027,0.760,0.027,0.027,0.027,0.027,0.027,0.027,0.027
12167,0.791,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
12168,0.022,0.123,0.022,0.022,0.288,0.022,0.022,0.022,0.022,0.433
12169,0.027,0.027,0.027,0.126,0.027,0.027,0.027,0.660,0.027,0.027
12170,0.486,0.020,0.020,0.354,0.020,0.020,0.020,0.020,0.020,0.020
12171,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.766,0.026
12172,0.024,0.781,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
12173,0.026,0.428,0.364,0.026,0.026,0.026,0.026,0.026,0.026,0.026
12174,0.023,0.023,0.023,0.023,0.023,0.023,0.794,0.023,0.023,0.023
12175,0.031,0.031,0.031,0.031,0.717,0.031,0.031,0.031,0.031,0.031
12176,0.030,0.030,0.030,0.030,0.030,0.731,0.030,0.030,0.030,0.030
12177,0.025,0.025,0.244,0.559,0.025,0.025,0.025,0.025,0.025,0.025
12178,0.614,0.020,0.020,0.020,0.020,0.227,0.020,0.020,0.020,0.020
12179,0.029,0.399,0.029,0.366,0.029,0.029,0.029,0.029,0.029,0.029
12180,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.760,0.027
12181,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.748,0.028
12182,0.022,0.022,0.022,0.799,0.022,0.022,0.022,0.022,0.022,0.022
12183,0.029,0.029,0.029,0.029,0.420,0.344,0.029,0.029,0.029,0.029
12184,0.024,0.024,0.595,0.024,0.130,0.024,0.024,0.110,0.024,0.024
12185,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.807,0.021
12186,0.024,0.385,0.024,0.024,0.161,0.024,0.024,0.285,0.024,0.024
12187,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.783
12188,0.330,0.018,0.018,0.346,0.018,0.018,0.198,0.018,0.018,0.018
12189,0.024,0.024,0.781,0.024,0.024,0.024,0.024,0.024,0.024,0.024
12190,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.796
12191,0.205,0.025,0.260,0.025,0.025,0.025,0.025,0.363,0.025,0.025
12192,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.862,0.015
12193,0.026,0.026,0.026,0.026,0.026,0.515,0.026,0.026,0.026,0.280
12194,0.026,0.026,0.026,0.026,0.763,0.026,0.026,0.026,0.026,0.026
12195,0.033,0.033,0.033,0.033,0.033,0.703,0.033,0.033,0.033,0.033
12196,0.028,0.028,0.749,0.028,0.028,0.028,0.028,0.028,0.028,0.028
12197,0.024,0.780,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
12198,0.027,0.557,0.229,0.027,0.027,0.027,0.027,0.027,0.027,0.027
12199,0.025,0.025,0.025,0.025,0.025,0.025,0.201,0.025,0.025,0.602
12200,0.023,0.250,0.023,0.023,0.214,0.023,0.023,0.378,0.023,0.023
12201,0.027,0.027,0.516,0.149,0.027,0.027,0.027,0.027,0.027,0.147
12202,0.760,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
12203,0.024,0.024,0.517,0.024,0.024,0.183,0.024,0.133,0.024,0.024
12204,0.031,0.031,0.031,0.719,0.031,0.031,0.031,0.031,0.031,0.031
12205,0.027,0.761,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
12206,0.022,0.022,0.328,0.022,0.022,0.022,0.022,0.022,0.499,0.022
12207,0.024,0.024,0.024,0.024,0.516,0.024,0.024,0.024,0.024,0.295
12208,0.027,0.259,0.526,0.027,0.027,0.027,0.027,0.027,0.027,0.027
12209,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.758,0.027
12210,0.024,0.024,0.622,0.024,0.024,0.024,0.024,0.189,0.024,0.024
12211,0.023,0.023,0.023,0.023,0.023,0.023,0.792,0.023,0.023,0.023
12212,0.023,0.023,0.023,0.023,0.023,0.409,0.023,0.407,0.023,0.023
12213,0.027,0.027,0.027,0.625,0.027,0.161,0.027,0.027,0.027,0.027
12214,0.736,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029
12215,0.025,0.025,0.776,0.025,0.025,0.025,0.025,0.025,0.025,0.025
12216,0.023,0.023,0.023,0.023,0.791,0.023,0.023,0.023,0.023,0.023
12217,0.027,0.756,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
12218,0.022,0.022,0.806,0.022,0.022,0.022,0.022,0.022,0.022,0.022
12219,0.027,0.027,0.027,0.450,0.027,0.027,0.027,0.027,0.336,0.027
12220,0.028,0.751,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028
12221,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.847
12222,0.028,0.028,0.028,0.751,0.028,0.028,0.028,0.028,0.028,0.028
12223,0.024,0.024,0.024,0.024,0.024,0.024,0.780,0.024,0.024,0.024
12224,0.026,0.026,0.026,0.026,0.026,0.770,0.026,0.026,0.026,0.026
12225,0.023,0.023,0.430,0.023,0.023,0.382,0.023,0.023,0.023,0.023
12226,0.022,0.022,0.022,0.022,0.022,0.799,0.022,0.022,0.022,0.022
12227,0.284,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.512,0.026
12228,0.024,0.024,0.024,0.024,0.785,0.024,0.024,0.024,0.024,0.024
12229,0.601,0.251,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019
12230,0.024,0.024,0.024,0.786,0.024,0.024,0.024,0.024,0.024,0.024
12231,0.024,0.024,0.024,0.781,0.024,0.024,0.024,0.024,0.024,0.024
12232,0.022,0.022,0.022,0.022,0.022,0.022,0.801,0.022,0.022,0.022
12233,0.023,0.794,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
12234,0.013,0.013,0.013,0.042,0.778,0.087,0.013,0.013,0.013,0.013
12235,0.025,0.359,0.025,0.438,0.025,0.025,0.025,0.025,0.025,0.025
12236,0.021,0.021,0.533,0.021,0.021,0.021,0.021,0.021,0.021,0.298
12237,0.025,0.025,0.025,0.771,0.025,0.025,0.025,0.025,0.025,0.025
12238,0.026,0.026,0.026,0.384,0.026,0.026,0.026,0.026,0.411,0.026
12239,0.026,0.767,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026
12240,0.030,0.530,0.030,0.030,0.030,0.030,0.030,0.232,0.030,0.030
12241,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.731,0.030
12242,0.023,0.795,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
12243,0.024,0.024,0.024,0.783,0.024,0.024,0.024,0.024,0.024,0.024
12244,0.023,0.023,0.023,0.023,0.023,0.793,0.023,0.023,0.023,0.023
12245,0.594,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.207
12246,0.026,0.026,0.768,0.026,0.026,0.026,0.026,0.026,0.026,0.026
12247,0.030,0.734,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030
12248,0.022,0.022,0.022,0.313,0.022,0.022,0.022,0.198,0.022,0.333
12249,0.017,0.017,0.017,0.017,0.553,0.017,0.308,0.017,0.017,0.017
12250,0.027,0.027,0.027,0.027,0.027,0.757,0.027,0.027,0.027,0.027
12251,0.021,0.021,0.324,0.021,0.021,0.509,0.021,0.021,0.021,0.021
12252,0.693,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034
12253,0.589,0.016,0.016,0.016,0.286,0.016,0.016,0.016,0.016,0.016
12254,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.745
12255,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.765
12256,0.025,0.025,0.025,0.025,0.025,0.025,0.773,0.025,0.025,0.025
12257,0.026,0.527,0.026,0.026,0.026,0.026,0.026,0.026,0.265,0.026
12258,0.016,0.016,0.104,0.016,0.616,0.168,0.016,0.016,0.016,0.016
12259,0.026,0.026,0.026,0.026,0.180,0.026,0.388,0.026,0.026,0.249
12260,0.021,0.021,0.486,0.021,0.343,0.021,0.021,0.021,0.021,0.021
12261,0.025,0.293,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.509
12262,0.026,0.026,0.026,0.026,0.763,0.026,0.026,0.026,0.026,0.026
12263,0.716,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032
12264,0.018,0.018,0.348,0.018,0.018,0.018,0.018,0.018,0.284,0.240
12265,0.026,0.663,0.026,0.026,0.026,0.127,0.026,0.026,0.026,0.026
12266,0.024,0.100,0.024,0.024,0.024,0.024,0.709,0.024,0.024,0.024
12267,0.025,0.025,0.025,0.771,0.025,0.025,0.025,0.025,0.025,0.025
12268,0.024,0.024,0.787,0.024,0.024,0.024,0.024,0.024,0.024,0.024
12269,0.021,0.021,0.809,0.021,0.021,0.021,0.021,0.021,0.021,0.021
12270,0.027,0.027,0.187,0.027,0.027,0.027,0.434,0.027,0.027,0.188
12271,0.262,0.024,0.024,0.024,0.024,0.024,0.549,0.024,0.024,0.024
12272,0.401,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.440
12273,0.024,0.024,0.781,0.024,0.024,0.024,0.024,0.024,0.024,0.024
12274,0.019,0.019,0.830,0.019,0.019,0.019,0.019,0.019,0.019,0.019
12275,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.441,0.336
12276,0.025,0.025,0.025,0.025,0.025,0.772,0.025,0.025,0.025,0.025
12277,0.027,0.027,0.758,0.027,0.027,0.027,0.027,0.027,0.027,0.027
12278,0.787,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
12279,0.024,0.024,0.024,0.788,0.024,0.024,0.024,0.024,0.024,0.024
12280,0.029,0.029,0.029,0.029,0.029,0.741,0.029,0.029,0.029,0.029
12281,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.756
12282,0.034,0.034,0.034,0.034,0.034,0.694,0.034,0.034,0.034,0.034
12283,0.026,0.026,0.026,0.770,0.026,0.026,0.026,0.026,0.026,0.026
12284,0.034,0.034,0.690,0.034,0.034,0.034,0.034,0.034,0.034,0.034
12285,0.024,0.781,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
12286,0.022,0.022,0.022,0.022,0.800,0.022,0.022,0.022,0.022,0.022
12287,0.301,0.026,0.026,0.490,0.026,0.026,0.026,0.026,0.026,0.026
12288,0.271,0.020,0.412,0.020,0.020,0.020,0.020,0.020,0.020,0.174
12289,0.030,0.030,0.030,0.030,0.734,0.030,0.030,0.030,0.030,0.030
12290,0.019,0.019,0.019,0.019,0.651,0.019,0.019,0.019,0.019,0.200
12291,0.025,0.025,0.643,0.025,0.025,0.156,0.025,0.025,0.025,0.025
12292,0.026,0.284,0.026,0.026,0.026,0.026,0.026,0.510,0.026,0.026
12293,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.742
12294,0.023,0.023,0.023,0.023,0.023,0.023,0.793,0.023,0.023,0.023
12295,0.025,0.246,0.025,0.025,0.555,0.025,0.025,0.025,0.025,0.025
12296,0.023,0.112,0.023,0.382,0.125,0.023,0.023,0.023,0.243,0.023
12297,0.732,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030
12298,0.023,0.365,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.449
12299,0.020,0.020,0.133,0.020,0.020,0.020,0.479,0.020,0.020,0.248
12300,0.025,0.025,0.025,0.025,0.776,0.025,0.025,0.025,0.025,0.025
12301,0.027,0.027,0.027,0.761,0.027,0.027,0.027,0.027,0.027,0.027
12302,0.025,0.025,0.025,0.779,0.025,0.025,0.025,0.025,0.025,0.025
12303,0.021,0.021,0.021,0.021,0.021,0.021,0.469,0.021,0.361,0.021
12304,0.022,0.022,0.217,0.609,0.022,0.022,0.022,0.022,0.022,0.022
12305,0.360,0.012,0.012,0.012,0.357,0.012,0.012,0.200,0.012,0.012
12306,0.025,0.025,0.384,0.025,0.025,0.025,0.025,0.025,0.418,0.025
12307,0.024,0.024,0.024,0.786,0.024,0.024,0.024,0.024,0.024,0.024
12308,0.024,0.024,0.024,0.024,0.024,0.786,0.024,0.024,0.024,0.024
12309,0.022,0.022,0.022,0.022,0.022,0.430,0.022,0.022,0.391,0.022
12310,0.026,0.241,0.374,0.026,0.026,0.026,0.201,0.026,0.026,0.026
12311,0.666,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037
12312,0.831,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019
12313,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.718,0.031
12314,0.805,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
12315,0.023,0.326,0.023,0.488,0.023,0.023,0.023,0.023,0.023,0.023
12316,0.340,0.016,0.266,0.016,0.016,0.016,0.016,0.016,0.161,0.140
12317,0.776,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
12318,0.026,0.026,0.026,0.026,0.026,0.026,0.766,0.026,0.026,0.026
12319,0.022,0.022,0.806,0.022,0.022,0.022,0.022,0.022,0.022,0.022
12320,0.028,0.028,0.028,0.028,0.028,0.749,0.028,0.028,0.028,0.028
12321,0.013,0.013,0.013,0.013,0.013,0.360,0.013,0.013,0.013,0.533
12322,0.024,0.024,0.024,0.024,0.783,0.024,0.024,0.024,0.024,0.024
12323,0.029,0.029,0.736,0.029,0.029,0.029,0.029,0.029,0.029,0.029
12324,0.023,0.388,0.023,0.023,0.023,0.425,0.023,0.023,0.023,0.023
12325,0.022,0.092,0.022,0.022,0.022,0.022,0.128,0.022,0.022,0.624
12326,0.027,0.757,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
12327,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.769,0.026
12328,0.024,0.024,0.024,0.785,0.024,0.024,0.024,0.024,0.024,0.024
12329,0.293,0.022,0.533,0.022,0.022,0.022,0.022,0.022,0.022,0.022
12330,0.452,0.015,0.015,0.015,0.315,0.015,0.015,0.015,0.015,0.129
12331,0.026,0.026,0.026,0.026,0.765,0.026,0.026,0.026,0.026,0.026
12332,0.024,0.024,0.024,0.024,0.024,0.024,0.785,0.024,0.024,0.024
12333,0.019,0.019,0.019,0.378,0.472,0.019,0.019,0.019,0.019,0.019
12334,0.124,0.021,0.711,0.021,0.021,0.021,0.021,0.021,0.021,0.021
12335,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.750,0.028,0.028
12336,0.780,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.076,0.018
12337,0.025,0.025,0.779,0.025,0.025,0.025,0.025,0.025,0.025,0.025
12338,0.018,0.018,0.018,0.018,0.018,0.103,0.081,0.018,0.018,0.690
12339,0.302,0.018,0.018,0.018,0.018,0.018,0.069,0.018,0.505,0.018
12340,0.022,0.022,0.022,0.022,0.798,0.022,0.022,0.022,0.022,0.022
12341,0.523,0.020,0.020,0.020,0.020,0.318,0.020,0.020,0.020,0.020
12342,0.028,0.028,0.028,0.028,0.028,0.028,0.745,0.028,0.028,0.028
12343,0.288,0.020,0.020,0.020,0.020,0.188,0.387,0.020,0.020,0.020
12344,0.025,0.025,0.234,0.025,0.025,0.025,0.380,0.025,0.214,0.025
12345,0.034,0.034,0.034,0.240,0.034,0.034,0.034,0.034,0.489,0.034
12346,0.020,0.020,0.020,0.020,0.020,0.020,0.555,0.288,0.020,0.020
12347,0.736,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029
12348,0.027,0.027,0.760,0.027,0.027,0.027,0.027,0.027,0.027,0.027
12349,0.023,0.023,0.128,0.687,0.023,0.023,0.023,0.023,0.023,0.023
12350,0.032,0.032,0.476,0.032,0.032,0.032,0.032,0.032,0.032,0.271
12351,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.699
12352,0.026,0.026,0.026,0.026,0.026,0.768,0.026,0.026,0.026,0.026
12353,0.713,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032
12354,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.352,0.467,0.023
12355,0.022,0.022,0.022,0.022,0.022,0.022,0.803,0.022,0.022,0.022
12356,0.022,0.022,0.798,0.022,0.022,0.022,0.022,0.022,0.022,0.022
12357,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.760,0.027,0.027
12358,0.021,0.021,0.716,0.021,0.021,0.021,0.021,0.021,0.113,0.021
12359,0.022,0.022,0.022,0.022,0.022,0.798,0.022,0.022,0.022,0.022
12360,0.644,0.025,0.025,0.025,0.025,0.025,0.159,0.025,0.025,0.025
12361,0.023,0.023,0.023,0.023,0.797,0.023,0.023,0.023,0.023,0.023
12362,0.792,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
12363,0.027,0.439,0.027,0.027,0.027,0.027,0.348,0.027,0.027,0.027
12364,0.026,0.026,0.026,0.026,0.026,0.026,0.354,0.026,0.026,0.436
12365,0.032,0.032,0.032,0.032,0.032,0.032,0.715,0.032,0.032,0.032
12366,0.026,0.026,0.378,0.027,0.026,0.026,0.026,0.026,0.410,0.026
12367,0.025,0.025,0.662,0.025,0.025,0.025,0.025,0.141,0.025,0.025
12368,0.020,0.020,0.020,0.640,0.020,0.020,0.020,0.020,0.197,0.020
12369,0.024,0.780,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
12370,0.029,0.029,0.029,0.171,0.029,0.029,0.596,0.029,0.029,0.029
12371,0.026,0.026,0.026,0.345,0.026,0.026,0.026,0.446,0.026,0.026
12372,0.779,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
12373,0.028,0.028,0.028,0.751,0.028,0.028,0.028,0.028,0.028,0.028
12374,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.789,0.023
12375,0.025,0.150,0.025,0.647,0.025,0.025,0.025,0.025,0.025,0.025
12376,0.028,0.172,0.028,0.603,0.028,0.028,0.028,0.028,0.028,0.028
12377,0.022,0.022,0.022,0.022,0.022,0.799,0.022,0.022,0.022,0.022
12378,0.029,0.029,0.029,0.029,0.029,0.736,0.029,0.029,0.029,0.029
12379,0.026,0.026,0.026,0.026,0.122,0.026,0.026,0.026,0.026,0.671
12380,0.024,0.024,0.024,0.780,0.024,0.024,0.024,0.024,0.024,0.024
12381,0.017,0.017,0.657,0.017,0.017,0.017,0.017,0.017,0.017,0.204
12382,0.016,0.178,0.582,0.016,0.127,0.016,0.016,0.016,0.016,0.016
12383,0.023,0.023,0.789,0.023,0.023,0.023,0.023,0.023,0.023,0.023
12384,0.025,0.025,0.395,0.025,0.025,0.025,0.025,0.025,0.025,0.402
12385,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
